name,L-S,smiles,comment,ee,T,ddG,ligand,substrate,solvent
R209,L4-4-S95,c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)c1cc(cc(c1)C)C)OP(c1ccccc1)c1ccccc1)cccc2)c1cc(cc(c1)C)C.C(=C(\NC(=O)C)/c1ccc(cc1)OC)\C(=O)OC.OCC,,99.0,323.15,3.399179127,c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)c1cc(cc(c1)C)C)OP(c1ccccc1)c1ccccc1)cccc2)c1cc(cc(c1)C)C,C(=C(\NC(=O)C)/c1ccc(cc1)OC)\C(=O)OC,OCC
R210,L4-4-S96,c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)c1cc(cc(c1)C)C)OP(c1ccccc1)c1ccccc1)cccc2)c1cc(cc(c1)C)C.C(=C(\NC(=O)C)/c1ccccc1C)\C(=O)OC.OCC,,96.0,323.15,2.499193748,c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)c1cc(cc(c1)C)C)OP(c1ccccc1)c1ccccc1)cccc2)c1cc(cc(c1)C)C,C(=C(\NC(=O)C)/c1ccccc1C)\C(=O)OC,OCC
R211,L4-4-S97,c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)c1cc(cc(c1)C)C)OP(c1ccccc1)c1ccccc1)cccc2)c1cc(cc(c1)C)C.C(=C(\NC(=O)C)/c1ccccc1OC)\C(=O)OC.OCC,,80.0,323.15,1.410982395,c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)c1cc(cc(c1)C)C)OP(c1ccccc1)c1ccccc1)cccc2)c1cc(cc(c1)C)C,C(=C(\NC(=O)C)/c1ccccc1OC)\C(=O)OC,OCC
R212,L4-4-S98,c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)c1cc(cc(c1)C)C)OP(c1ccccc1)c1ccccc1)cccc2)c1cc(cc(c1)C)C.C(=C(\NC(=O)C)/c1ccccc1)\C(=O)OCC.OCC,,98.0,323.15,2.950828641,c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)c1cc(cc(c1)C)C)OP(c1ccccc1)c1ccccc1)cccc2)c1cc(cc(c1)C)C,C(=C(\NC(=O)C)/c1ccccc1)\C(=O)OCC,OCC
R213,L4-4-S99,c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)c1cc(cc(c1)C)C)OP(c1ccccc1)c1ccccc1)cccc2)c1cc(cc(c1)C)C.C(=C(\NC(=O)C)/c1ccc(cc1)F)\C(=O)OCC.OCC,,98.0,323.15,2.950828641,c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)c1cc(cc(c1)C)C)OP(c1ccccc1)c1ccccc1)cccc2)c1cc(cc(c1)C)C,C(=C(\NC(=O)C)/c1ccc(cc1)F)\C(=O)OCC,OCC
R214,L4-4-S100,c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)c1cc(cc(c1)C)C)OP(c1ccccc1)c1ccccc1)cccc2)c1cc(cc(c1)C)C.C(=C(\NC(=O)C)/c1ccc(cc1)Cl)\C(=O)OCC.OCC,,95.0,323.15,2.352613857,c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)c1cc(cc(c1)C)C)OP(c1ccccc1)c1ccccc1)cccc2)c1cc(cc(c1)C)C,C(=C(\NC(=O)C)/c1ccc(cc1)Cl)\C(=O)OCC,OCC
R215,L4-4-S101,c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)c1cc(cc(c1)C)C)OP(c1ccccc1)c1ccccc1)cccc2)c1cc(cc(c1)C)C.C(=C\C(=O)OCC)(/c1ccc(cc1)Br)\NC(=O)C.OCC,,93.0,323.15,2.129922582,c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)c1cc(cc(c1)C)C)OP(c1ccccc1)c1ccccc1)cccc2)c1cc(cc(c1)C)C,C(=C\C(=O)OCC)(/c1ccc(cc1)Br)\NC(=O)C,OCC
R216,L4-1-S2,c1cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(ccc3c1cccc3)OP(c1ccccc1)c1ccccc1)cccc2.C=C(NC(=O)C)C(=O)OC.c1(ccccc1)C,,73.2,297.15,1.101896641,c1cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(ccc3c1cccc3)OP(c1ccccc1)c1ccccc1)cccc2,C=C(NC(=O)C)C(=O)OC,c1(ccccc1)C
R217,L4-2-S2,c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)C)OP(c1ccccc1)c1ccccc1)cccc2)C.C=C(NC(=O)C)C(=O)OC.c1(ccccc1)C,,94.8,297.15,2.139561552,c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)C)OP(c1ccccc1)c1ccccc1)cccc2)C,C=C(NC(=O)C)C(=O)OC,c1(ccccc1)C
R218,L4-3-S2,c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)c1ccccc1)OP(c1ccccc1)c1ccccc1)cccc2)c1ccccc1.C=C(NC(=O)C)C(=O)OC.c1(ccccc1)C,,99.9,297.15,4.488025377,c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)c1ccccc1)OP(c1ccccc1)c1ccccc1)cccc2)c1ccccc1,C=C(NC(=O)C)C(=O)OC,c1(ccccc1)C
R219,L4-4-S2,c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)c1cc(cc(c1)C)C)OP(c1ccccc1)c1ccccc1)cccc2)c1cc(cc(c1)C)C.C=C(NC(=O)C)C(=O)OC.c1(ccccc1)C,,95.4,297.15,2.213774015,c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)c1cc(cc(c1)C)C)OP(c1ccccc1)c1ccccc1)cccc2)c1cc(cc(c1)C)C,C=C(NC(=O)C)C(=O)OC,c1(ccccc1)C
R220,L4-5-S2,c1(cc2c(c(c1OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)c1c(c(cc3c1cccc3)c1ccccc1)OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)cccc2)c1ccccc1.C=C(NC(=O)C)C(=O)OC.c1(ccccc1)C,,93.0,297.15,1.958553289,c1(cc2c(c(c1OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)c1c(c(cc3c1cccc3)c1ccccc1)OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)cccc2)c1ccccc1,C=C(NC(=O)C)C(=O)OC,c1(ccccc1)C
R221,L4-2-S3,c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)C)OP(c1ccccc1)c1ccccc1)cccc2)C.C(=C)(c1ccccc1)NC(=O)C.O1CCCC1,,67.2,297.15,0.961781456,c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)C)OP(c1ccccc1)c1ccccc1)cccc2)C,C(=C)(c1ccccc1)NC(=O)C,O1CCCC1
R222,L4-3-S3,c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)c1ccccc1)OP(c1ccccc1)c1ccccc1)cccc2)c1ccccc1.C(=C)(c1ccccc1)NC(=O)C.O1CCCC1,,94.3,297.15,2.083831741,c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)c1ccccc1)OP(c1ccccc1)c1ccccc1)cccc2)c1ccccc1,C(=C)(c1ccccc1)NC(=O)C,O1CCCC1
R223,L4-4-S3,c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)c1cc(cc(c1)C)C)OP(c1ccccc1)c1ccccc1)cccc2)c1cc(cc(c1)C)C.C(=C)(c1ccccc1)NC(=O)C.O1CCCC1,,89.4,297.15,1.702411111,c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)c1cc(cc(c1)C)C)OP(c1ccccc1)c1ccccc1)cccc2)c1cc(cc(c1)C)C,C(=C)(c1ccccc1)NC(=O)C,O1CCCC1
R224,L4-5-S3,c1(cc2c(c(c1OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)c1c(c(cc3c1cccc3)c1ccccc1)OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)cccc2)c1ccccc1.C(=C)(c1ccccc1)NC(=O)C.O1CCCC1,,90.3,297.15,1.757604234,c1(cc2c(c(c1OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)c1c(c(cc3c1cccc3)c1ccccc1)OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)cccc2)c1ccccc1,C(=C)(c1ccccc1)NC(=O)C,O1CCCC1
R225,L4-3-S102,c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)c1ccccc1)OP(c1ccccc1)c1ccccc1)cccc2)c1ccccc1.C(=C(\NC(=O)C)/C(=O)OC)\c1ccc(cc1)F.c1(ccccc1)C,,93.4,297.15,1.994521074,c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)c1ccccc1)OP(c1ccccc1)c1ccccc1)cccc2)c1ccccc1,C(=C(\NC(=O)C)/C(=O)OC)\c1ccc(cc1)F,c1(ccccc1)C
R226,L4-3-S103,c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)c1ccccc1)OP(c1ccccc1)c1ccccc1)cccc2)c1ccccc1.C(=C(\NC(=O)C)/C(=O)OC)\c1ccc(cc1)OC.c1(ccccc1)C,,87.2,297.15,1.584149171,c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)c1ccccc1)OP(c1ccccc1)c1ccccc1)cccc2)c1ccccc1,C(=C(\NC(=O)C)/C(=O)OC)\c1ccc(cc1)OC,c1(ccccc1)C
R227,L4-3-S104,c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)c1ccccc1)OP(c1ccccc1)c1ccccc1)cccc2)c1ccccc1.C(=C(\NC(=O)C)/C(=O)OC)\c1cccc(c1)Br.c1(ccccc1)C,,92.6,297.15,1.92451428,c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)c1ccccc1)OP(c1ccccc1)c1ccccc1)cccc2)c1ccccc1,C(=C(\NC(=O)C)/C(=O)OC)\c1cccc(c1)Br,c1(ccccc1)C
R228,L4-3-S105,c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)c1ccccc1)OP(c1ccccc1)c1ccccc1)cccc2)c1ccccc1.C(=C(\NC(=O)C)/C(=O)OC)\c1c(cccc1)Cl.c1(ccccc1)C,,81.5,297.15,1.34839418,c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)c1ccccc1)OP(c1ccccc1)c1ccccc1)cccc2)c1ccccc1,C(=C(\NC(=O)C)/C(=O)OC)\c1c(cccc1)Cl,c1(ccccc1)C
R229,L4-3-S106,c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)c1ccccc1)OP(c1ccccc1)c1ccccc1)cccc2)c1ccccc1.C(=C(\NC(=O)C)/C(=O)OC)\c1ccc2c(c1)cccc2.c1(ccccc1)C,,97.3,297.15,2.534108295,c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)c1ccccc1)OP(c1ccccc1)c1ccccc1)cccc2)c1ccccc1,C(=C(\NC(=O)C)/C(=O)OC)\c1ccc2c(c1)cccc2,c1(ccccc1)C
R230,L4-3-S107,c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)c1ccccc1)OP(c1ccccc1)c1ccccc1)cccc2)c1ccccc1.C=C(NC(=O)C)c1ccc(cc1)C(F)(F)F.O1CCCC1,,95.7,297.15,2.254503887,c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)c1ccccc1)OP(c1ccccc1)c1ccccc1)cccc2)c1ccccc1,C=C(NC(=O)C)c1ccc(cc1)C(F)(F)F,O1CCCC1
R231,L4-3-S108,c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)c1ccccc1)OP(c1ccccc1)c1ccccc1)cccc2)c1ccccc1.C=C(NC(=O)C)c1cccc(c1)C.O1CCCC1,,96.3,297.15,2.345052937,c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)c1ccccc1)OP(c1ccccc1)c1ccccc1)cccc2)c1ccccc1,C=C(NC(=O)C)c1cccc(c1)C,O1CCCC1
R232,L4-3-S109,c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)c1ccccc1)OP(c1ccccc1)c1ccccc1)cccc2)c1ccccc1.C=C(NC(=O)C)c1ccc(cc1)c1ccccc1.O1CCCC1,,94.2,297.15,2.073257956,c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)c1ccccc1)OP(c1ccccc1)c1ccccc1)cccc2)c1ccccc1,C=C(NC(=O)C)c1ccc(cc1)c1ccccc1,O1CCCC1
R233,L4-3-S80,c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)c1ccccc1)OP(c1ccccc1)c1ccccc1)cccc2)c1ccccc1.C(=C(\C(=O)O)/C)(/CC(=O)OC)\C.O1CCCC1,,94.1,297.15,2.062859575,c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)c1ccccc1)OP(c1ccccc1)c1ccccc1)cccc2)c1ccccc1,C(=C(\C(=O)O)/C)(/CC(=O)OC)\C,O1CCCC1
R234,L4-6-S59,c1cc2c(c(c1OP1[C@@H](CC[C@H]1C)C)c1c(ccc3c1cccc3)OP1[C@@H](CC[C@H]1C)C)cccc2.C(=C(\NC(=O)C)/C(=O)OC)\c1ccccc1.ClCCl,,74.0,297.15,1.122513097,c1cc2c(c(c1OP1[C@@H](CC[C@H]1C)C)c1c(ccc3c1cccc3)OP1[C@@H](CC[C@H]1C)C)cccc2,C(=C(\NC(=O)C)/C(=O)OC)\c1ccccc1,ClCCl
R235,L4-6-S2,c1cc2c(c(c1OP1[C@@H](CC[C@H]1C)C)c1c(ccc3c1cccc3)OP1[C@@H](CC[C@H]1C)C)cccc2.C=C(NC(=O)C)C(=O)OC.ClCCl,,84.0,297.15,1.442202004,c1cc2c(c(c1OP1[C@@H](CC[C@H]1C)C)c1c(ccc3c1cccc3)OP1[C@@H](CC[C@H]1C)C)cccc2,C=C(NC(=O)C)C(=O)OC,ClCCl
R236,L4-6-S63,c1cc2c(c(c1OP1[C@@H](CC[C@H]1C)C)c1c(ccc3c1cccc3)OP1[C@@H](CC[C@H]1C)C)cccc2.C=C(NC(=O)C)C(=O)O.OC,,21.0,297.15,0.251754676,c1cc2c(c(c1OP1[C@@H](CC[C@H]1C)C)c1c(ccc3c1cccc3)OP1[C@@H](CC[C@H]1C)C)cccc2,C=C(NC(=O)C)C(=O)O,OC
R237,L4-6-S110,c1cc2c(c(c1OP1[C@@H](CC[C@H]1C)C)c1c(ccc3c1cccc3)OP1[C@@H](CC[C@H]1C)C)cccc2.C=C(C(F)(F)F)OC(=O)C.ClCCl,,67.0,297.15,0.957485028,c1cc2c(c(c1OP1[C@@H](CC[C@H]1C)C)c1c(ccc3c1cccc3)OP1[C@@H](CC[C@H]1C)C)cccc2,C=C(C(F)(F)F)OC(=O)C,ClCCl
R238,L4-6-S1,c1cc2c(c(c1OP1[C@@H](CC[C@H]1C)C)c1c(ccc3c1cccc3)OP1[C@@H](CC[C@H]1C)C)cccc2.C=C(CC(=O)OC)C(=O)OC.OC,,37.9,297.15,0.47108946,c1cc2c(c(c1OP1[C@@H](CC[C@H]1C)C)c1c(ccc3c1cccc3)OP1[C@@H](CC[C@H]1C)C)cccc2,C=C(CC(=O)OC)C(=O)OC,OC
R239,L4-6-S1,c1cc2c(c(c1OP1[C@@H](CC[C@H]1C)C)c1c(ccc3c1cccc3)OP1[C@@H](CC[C@H]1C)C)cccc2.C=C(CC(=O)OC)C(=O)OC.O(CC)C(=O)C,,84.6,297.15,1.466693974,c1cc2c(c(c1OP1[C@@H](CC[C@H]1C)C)c1c(ccc3c1cccc3)OP1[C@@H](CC[C@H]1C)C)cccc2,C=C(CC(=O)OC)C(=O)OC,O(CC)C(=O)C
R240,L4-6-S1,c1cc2c(c(c1OP1[C@@H](CC[C@H]1C)C)c1c(ccc3c1cccc3)OP1[C@@H](CC[C@H]1C)C)cccc2.C=C(CC(=O)OC)C(=O)OC.O1CCCC1,,90.7,297.15,1.783710891,c1cc2c(c(c1OP1[C@@H](CC[C@H]1C)C)c1c(ccc3c1cccc3)OP1[C@@H](CC[C@H]1C)C)cccc2,C=C(CC(=O)OC)C(=O)OC,O1CCCC1
R241,L4-7-S59,c1cc2c(c(c1OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)c1c(ccc3c1cccc3)OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)cccc2.C(=C(\NC(=O)C)/C(=O)OC)\c1ccccc1.OC,,83.0,297.15,1.403185279,c1cc2c(c(c1OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)c1c(ccc3c1cccc3)OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)cccc2,C(=C(\NC(=O)C)/C(=O)OC)\c1ccccc1,OC
R242,L4-7-S59,c1cc2c(c(c1OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)c1c(ccc3c1cccc3)OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)cccc2.C(=C(\NC(=O)C)/C(=O)OC)\c1ccccc1.OCC,,85.0,297.15,1.483512438,c1cc2c(c(c1OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)c1c(ccc3c1cccc3)OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)cccc2,C(=C(\NC(=O)C)/C(=O)OC)\c1ccccc1,OCC
R243,L4-7-S59,c1cc2c(c(c1OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)c1c(ccc3c1cccc3)OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)cccc2.C(=C(\NC(=O)C)/C(=O)OC)\c1ccccc1.O1CCCC1,,87.0,297.15,1.574362763,c1cc2c(c(c1OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)c1c(ccc3c1cccc3)OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)cccc2,C(=C(\NC(=O)C)/C(=O)OC)\c1ccccc1,O1CCCC1
R244,L4-7-S59,c1cc2c(c(c1OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)c1c(ccc3c1cccc3)OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)cccc2.C(=C(\NC(=O)C)/C(=O)OC)\c1ccccc1.ClCCl,,92.0,297.15,1.876635685,c1cc2c(c(c1OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)c1c(ccc3c1cccc3)OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)cccc2,C(=C(\NC(=O)C)/C(=O)OC)\c1ccccc1,ClCCl
R245,L4-7-S103,c1cc2c(c(c1OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)c1c(ccc3c1cccc3)OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)cccc2.C(=C(\NC(=O)C)/C(=O)OC)\c1ccc(cc1)OC.ClCCl,,91.0,297.15,1.804001442,c1cc2c(c(c1OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)c1c(ccc3c1cccc3)OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)cccc2,C(=C(\NC(=O)C)/C(=O)OC)\c1ccc(cc1)OC,ClCCl
R246,L4-7-S111,c1cc2c(c(c1OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)c1c(ccc3c1cccc3)OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)cccc2.C(=C(\NC(=O)C)/C(=O)OC)\c1ccc(cc1)C.ClCCl,,92.0,297.15,1.876635685,c1cc2c(c(c1OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)c1c(ccc3c1cccc3)OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)cccc2,C(=C(\NC(=O)C)/C(=O)OC)\c1ccc(cc1)C,ClCCl
R247,L4-7-S112,c1cc2c(c(c1OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)c1c(ccc3c1cccc3)OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)cccc2.C(=C(\NC(=O)C)/C(=O)OC)\c1ccc(cc1)OC(=O)C.ClCCl,,90.0,297.15,1.73868649,c1cc2c(c(c1OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)c1c(ccc3c1cccc3)OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)cccc2,C(=C(\NC(=O)C)/C(=O)OC)\c1ccc(cc1)OC(=O)C,ClCCl
R248,L4-7-S113,c1cc2c(c(c1OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)c1c(ccc3c1cccc3)OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)cccc2.C(=C(\NC(=O)C)/C(=O)OC)\c1ccc(cc1)Cl.ClCCl,,91.0,297.15,1.804001442,c1cc2c(c(c1OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)c1c(ccc3c1cccc3)OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)cccc2,C(=C(\NC(=O)C)/C(=O)OC)\c1ccc(cc1)Cl,ClCCl
R249,L4-7-S114,c1cc2c(c(c1OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)c1c(ccc3c1cccc3)OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)cccc2.C(=C(\NC(=O)C)/C(=O)OC)\c1ccc(cc1)N(=O)=O.ClCCl,,89.0,297.15,1.679289888,c1cc2c(c(c1OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)c1c(ccc3c1cccc3)OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)cccc2,C(=C(\NC(=O)C)/C(=O)OC)\c1ccc(cc1)N(=O)=O,ClCCl
R250,L4-7-S105,c1cc2c(c(c1OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)c1c(ccc3c1cccc3)OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)cccc2.C(=C(\NC(=O)C)/C(=O)OC)\c1c(cccc1)Cl.ClCCl,,90.0,297.15,1.73868649,c1cc2c(c(c1OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)c1c(ccc3c1cccc3)OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)cccc2,C(=C(\NC(=O)C)/C(=O)OC)\c1c(cccc1)Cl,ClCCl
R251,L4-7-S115,c1cc2c(c(c1OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)c1c(ccc3c1cccc3)OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)cccc2.C(=C(\NC(=O)C)/C(=O)OC)\c1ccco1.ClCCl,,89.0,297.15,1.679289888,c1cc2c(c(c1OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)c1c(ccc3c1cccc3)OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)cccc2,C(=C(\NC(=O)C)/C(=O)OC)\c1ccco1,ClCCl
R252,L4-7-S2,c1cc2c(c(c1OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)c1c(ccc3c1cccc3)OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)cccc2.C=C(NC(=O)C)C(=O)OC.ClCCl,,94.0,297.15,2.052630696,c1cc2c(c(c1OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)c1c(ccc3c1cccc3)OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)cccc2,C=C(NC(=O)C)C(=O)OC,ClCCl
R253,L4-7-S63,c1cc2c(c(c1OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)c1c(ccc3c1cccc3)OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)cccc2.C=C(NC(=O)C)C(=O)O.OC,,86.0,297.15,1.527435905,c1cc2c(c(c1OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)c1c(ccc3c1cccc3)OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)cccc2,C=C(NC(=O)C)C(=O)O,OC
R260,L5-2-S117,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5c5c(c4)C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2c2c(c1)C=CC=C2.C1=C(c2c(cc(c(c2OC)OC)OC)NC1(C)C)C.c1(ccccc1)C,,90.0,273.15,1.598257496,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5c5c(c4)C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2c2c(c1)C=CC=C2,C1=C(c2c(cc(c(c2OC)OC)OC)NC1(C)C)C,c1(ccccc1)C
R261,L5-2-S118,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5c5c(c4)C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2c2c(c1)C=CC=C2.C1=C(c2c(cc(c(c2)OC)OC)NC1(C)C)C.c1(ccccc1)C,,88.0,273.15,1.493548336,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5c5c(c4)C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2c2c(c1)C=CC=C2,C1=C(c2c(cc(c(c2)OC)OC)NC1(C)C)C,c1(ccccc1)C
R262,L5-2-S119,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5c5c(c4)C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2c2c(c1)C=CC=C2.C1=C(c2c(cc(cc2)OC)NC1(C)C)C.c1(ccccc1)C,,86.0,273.15,1.404069048,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5c5c(c4)C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2c2c(c1)C=CC=C2,C1=C(c2c(cc(cc2)OC)NC1(C)C)C,c1(ccccc1)C
R263,L5-2-S120,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5c5c(c4)C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2c2c(c1)C=CC=C2.C1=C(c2c(cc(cc2)OC(C)C)NC1(C)C)C.c1(ccccc1)C,,91.0,273.15,1.658297136,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c5ccccc5c5c(c4)C=CC=C5)O[P@@](=O)(Oc13)O)cccc2)c1c2ccccc2c2c(c1)C=CC=C2,C1=C(c2c(cc(cc2)OC(C)C)NC1(C)C)C,c1(ccccc1)C
